path,role,lines,module_description,imports,top_level_symbols
backend/tests/regression/test_supported_formats_are_documented.py,test,99,Every format the product accepts must be named where buyers look.,__future__; pathlib; pytest; re,_supported_formats; test_the_authoritative_list_is_still_where_this_test_expects_it; test_every_supported_format_is_named_in_the_front_door_docs
backend/tests/regression/test_test_case_ai_redaction_and_idor.py,test,164,Regression pins for the test_case_ai_agent review (review/test-case-ai-agent).,__future__; app.routers; app.services; app.services.test_case_ai_agent; fastapi; pytest; types; unittest.mock; uuid,test_generate_tool_redacts_secrets_before_llm; test_redact_helper_is_idempotent; test_review_test_case_blocks_foreign_project_before_llm; _payload; test_ai_generate_cases_router_enforces_access; test_ai_generate_cases_router_allows_member_and_passes_project; test_ai_generate_cases_async_router_enforces_access; test_ai_coverage_router_enforces_access; test_ai_generate_strategy_router_enforces_access
backend/tests/regression/test_test_execution_review_greenlet.py,test,114,Regression: ``PUT /test-cases/{id}/review`` 500'd with MissingGreenlet.,__future__; app.services.test_execution_review_service; datetime; pytest; types; unittest.mock; uuid,_scalar_result; test_upsert_review_refreshes_after_insert; test_upsert_review_refreshes_after_update
backend/tests/regression/test_test_management_export_scope.py,test,116,"Every by-id test-management route must verify project access, not just a session.",__future__; app.routers; inspect; pytest,test_by_id_handler_resolves_project_scope; test_the_check_runs_before_the_row_is_used; test_update_strategy_checks_before_it_writes; test_deleted_suite_listing_is_scoped_not_merely_filtered; test_the_sibling_that_was_already_correct_stays_correct
backend/tests/regression/test_test_management_project_scope.py,test,93,Regression: test-management by-id + create endpoints were a cross-tenant IDOR.,__future__; app.routers; app.services; fastapi; pytest; types; unittest.mock; uuid,_deny; test_require_case_access_denies_foreign_project; test_require_case_access_allows_own_project; test_require_case_access_404_when_missing; test_require_plan_access_denies_foreign_project; test_create_managed_test_case_enforces_project_access
backend/tests/regression/test_test_management_suite_filter_canonical.py,test,121,Test Management's suite filter was the odd one out.,__future__; app.services; inspect; pytest; re,test_the_suite_filter_is_case_insensitive; test_no_bare_equality_survives; test_automation_honours_the_effective_suite_rule; test_the_run_level_arm_is_restricted_to_live_stream; test_the_per_row_arm_survives; test_it_uses_the_shared_helper_rather_than_another_copy; test_other_filters_are_untouched
backend/tests/regression/test_test_suite_savepoint_isolation.py,test,146,Regression: test_suite_service used ``db.rollback()`` on its injected,__future__; pathlib; pytest; re; sqlalchemy; sqlalchemy.exc; sqlalchemy.ext.asyncio; sqlalchemy.orm,_Canon; _make_session; _count; test_savepoint_preserves_batch_siblings_on_midbatch_race; test_bare_rollback_would_lose_siblings; test_service_uses_savepoints_not_injected_rollback
backend/tests/regression/test_throughput_budgets_are_checked.py,test,133,Throughput budgets must be reachable and actually evaluated.,__future__; app.services.performance_budgets; ast; importlib.util; pathlib; pytest; re; sys,_load_harness; _harness_source_without_comments; TestTheBudgetsAreReachable; TestTheHarnessBindsThem; TestTheCheckActuallyCompares
backend/tests/regression/test_tier3_hardening.py,test,97,"Regression: Tier-3 security hardening (audit items S7, S8, S11).",__future__; app.core.config; app.main; app.models.schemas; pydantic; pytest,test_refresh_endpoint_is_rate_limited; test_allowlist_rejects_non_fqdn_entries; test_allowlist_accepts_valid_fqdns_and_normalizes; test_allowlist_empty_is_allowed_clear_semantics; test_cors_wildcard_warns_in_production; test_cors_explicit_origins_no_warning
backend/tests/regression/test_tool_output_is_sanitized_before_the_prompt.py,test,181,Tool output must pass through ``sanitize_tool_output`` before the next prompt.,__future__; app.services; app.services.input_sanitizer; app.tools; app.tools.analyze_ocp; app.tools.check_flakiness; app.tools.fetch_rest_payload; app.tools.fetch_stacktrace; app.tools.query_splunk; app.tools.recall_memory; inspect; langchain_core.tools; pytest,_leaky_async_tool; _leaky_sync_tool; _huge_async_tool; test_an_async_tools_output_is_sanitized; test_a_sync_tools_output_is_sanitized; test_an_oversized_output_is_capped; test_the_copy_keeps_the_tools_identity; test_the_module_level_tool_is_never_modified; test_repeated_builds_do_not_stack; test_every_triage_tool_reaches_the_executor_wrapped; chat_context; test_chat_tool_output_is_sanitized; test_chat_tool_error_text_is_sanitized; test_every_chat_tool_returns_through_the_sanitizing_path
backend/tests/regression/test_training_exporter_mark_after_upload.py,test,102,Regression: training exporter marked feedback exported BEFORE the upload.,__future__; app.services.training; pytest; types; unittest.mock; uuid,_R; _FakeSession; _row; _read_results; _marked; test_feedback_not_marked_exported_when_upload_fails; test_feedback_marked_exported_only_after_successful_upload
backend/tests/regression/test_training_exporter_pii_redaction.py,test,83,Regression: the reasoning-track fine-tune export leaked PII (audit S3).,__future__; app.services.privacy_service; app.services.training.exporter; json; pytest,test_redaction_fixture_actually_scrubs_the_marker; test_format_reasoning_chain_redacts_each_step; test_reasoning_example_redacts_prompt_and_analysis
backend/tests/regression/test_trends_exclude_deleted_projects.py,test,129,The trend chart must not plot soft-deleted projects.,__future__; app.services; inspect; pytest; re,test_the_aggregate_excludes_deleted_projects; test_the_exclusion_is_not_conditional_on_a_project_id; test_a_scoped_call_still_pins_its_project; test_no_cross_project_aggregate_was_missed; test_the_defect_counters_exclude_deleted_projects
backend/tests/regression/test_trends_pass_rate_counts_broken.py,test,125,The trend line must use the same pass-rate denominator as the headline.,__future__; app.services; app.services.metrics_service; inspect; pytest; re,_trend_sql; _denominator; TestTrendSqlCountsBroken; TestAgreesWithTheHeadlineFormula; test_no_pass_rate_denominator_in_this_module_omits_broken
backend/tests/regression/test_unattributed_bucket.py,test,354,Regression: the Unattributed bucket — runs no release claims.,__future__; app.core; app.core.deps; app.core.release_filter; app.services; app.services.analytics_service; app.services.metrics_service; app.services.runs_service; asyncio; datetime; inspect; pathlib; uuid,_Result; _captured; _where; _period_stats_call; _trend_call; _runs_call; TestTheSentinelItself; TestEveryFilterPointRecognisesIt; TestTheNullBranchBindsNothing; TestTheTwoHalvesCannotDrift
backend/tests/regression/test_unknown_status_not_erased_from_run.py,test,165,A test result the server cannot interpret must not vanish into a green run.,__future__; app.models.postgres; app.services; app.services.run_status; app.streams; app.streams.live_run_state; app.worker; inspect; pytest,test_every_test_status_has_a_live_counter; test_an_unrecognised_status_still_increments_something; test_unknown_is_included_in_the_live_total; test_the_file_path_counts_unknown_too; test_a_run_with_uninterpretable_results_does_not_grade_passed; test_real_failures_still_outrank_unknown; test_clean_runs_are_unaffected; test_no_path_grades_a_run_with_an_inline_ternary; test_placeholder_rows_cover_unknown; test_the_run_row_can_report_unknown
backend/tests/regression/test_upload_metrics.py,test,37,MRU-15/17: upload metrics + the manual_upload rollout-flag migration.,__future__; app.core.metrics; importlib.util; inspect; os,test_migration_0092_chains_and_has_downgrade; test_upload_metrics_exist_with_expected_labels
backend/tests/regression/test_upload_result_cap.py,test,442,One uploaded report may not carry more results than one JSON batch.,__future__; app.core.config; app.models.schemas; app.services; app.services.upload_limits; app.worker; app.worker.tasks; asyncio; base64; contextlib; io; json; pytest; re; tests.regression.test_parser_format_coverage; types; unittest.mock; uuid; zipfile,cap; _junit; _testng; _zip; test_the_upload_cap_is_the_json_batch_cap; test_a_report_far_over_the_cap_is_refused_unparsed; test_the_estimate_never_refuses_what_the_exact_check_accepts; test_each_formats_count_tracks_its_real_results; test_the_allure_count_tracks_its_real_results; test_an_archive_is_capped_as_a_whole; test_an_oversized_entry_is_not_skipped_as_a_bad_one; test_an_archive_within_the_cap_still_parses; _rows; _run_upload; test_an_upload_over_the_cap_fails_with_a_reason_and_ingests_nothing; test_an_upload_at_the_cap_is_ingested; test_zero_turns_the_cap_off; _escaped; test_every_json_format_is_covered_by_the_escape_check; test_escaped_keys_are_counted_like_plain_ones; test_a_report_that_escapes_its_keys_is_still_refused_unparsed; _prefixed; _default_namespaced; _namespaced_samples; test_every_xml_format_has_a_sample_to_rewrite; test_a_namespaced_report_counts_at_least_what_it_parses_to; test_a_prefixed_trx_report_is_parsed_and_counted_like_a_plain_one; test_a_prefixed_trx_report_far_over_the_cap_is_refused_unparsed
backend/tests/regression/test_upload_status.py,test,341,Regression: Redis-backed upload status (PRD MRU-5/6).,__future__; app.services; app.worker; app.worker.tasks; asyncio; contextlib; json; pytest; types; unittest.mock; uuid,_fake_redis_with_store; test_set_and_get_status_roundtrip; test_terminal_status_cannot_regress_to_pending_or_lose_result; test_upload_status_only_moves_forward_and_terminal_is_immutable; test_get_status_missing_returns_none; test_set_status_swallows_redis_errors; test_set_status_rejects_unknown_state_without_touching_redis; test_clear_pending_status_never_deletes_worker_progress_or_result; test_summarize_upload_uses_only_accepted_status_counts; test_all_rejected_file_upload_finalizes_without_ai_before_reporting_failure; test_parse_file_malformed_allure_raises; test_failed_status_carries_structured_error; test_finalize_run_gates_ai_pipeline_on_run_ai
backend/tests/regression/test_upload_status_redis_integration.py,test,97,Execute upload-status transition scripts against a real Redis server.,__future__; app.services; os; pytest; unittest.mock; uuid,test_upload_status_lua_scripts_are_atomic_on_real_redis; _PingFailsClient; test_real_redis_test_skips_when_redis_unreachable
backend/tests/regression/test_upload_structural_count.py,test,263,Re-audit N21: the pre-parse cap bounds a crafted Cypress/Playwright/Cucumber/Allure report.,__future__; app.core.config; app.services; app.services.upload_limits; app.worker.tasks; json; pytest; tests.regression.test_upload_result_cap; time; tracemalloc; unittest.mock,_parsed; _marker_count; _cypress; _playwright; _cucumber; _allure; test_the_real_samples_stay_inside_the_m5_bound; test_every_structural_format_has_a_real_sample; test_a_report_without_its_marker_keys_is_still_counted; test_a_crafted_report_far_over_the_cap_is_refused_unparsed; test_an_escaped_container_key_is_still_the_key; test_a_decoy_inside_a_string_is_not_counted; test_an_allure_root_object_counts_one; test_the_count_stops_once_past_the_threshold; _unclosed; _many_tests; _best_seconds; _refuse_unclosed; test_the_reviews_probe_is_refused_fast; test_the_count_is_linear_in_the_report; test_the_count_still_counts_what_it_scans; test_a_string_that_never_closes_is_refused_before_parsing; test_an_unreadable_report_is_a_parse_error_not_a_cap_refusal; test_nesting_past_the_cap_is_refused_in_bounded_memory; test_qas_repro_is_refused_fast; test_two_million_open_brackets_stay_small; test_only_objects_inside_a_container_array_count; test_nesting_at_the_cap_is_still_counted
backend/tests/regression/test_url_connector_ssrf_guard.py,test,229,"Regression: the URL knowledge connector was an SSRF sink (S1, 2026-06-03).",__future__; app.services.connectors.base; app.services.connectors.url_connector; gzip; pytest; unittest.mock,_FakeResp; _StreamContext; _client_returning; test_initial_url_to_private_target_is_blocked_without_fetching; test_redirect_to_private_target_is_blocked_on_the_hop; test_scheme_block_still_fires_first; test_public_single_hop_fetch_succeeds; test_declared_oversized_response_is_rejected_before_reading_body; test_unknown_length_response_stops_after_limit_plus_one_chunk; test_compressed_response_is_bounded_after_httpx_decompression; test_redirect_response_body_is_not_buffered
backend/tests/regression/test_value_metrics_exclude_deleted_projects.py,test,160,ROI metrics must not count soft-deleted projects.,__future__; app.models.postgres; app.services; inspect; pytest; re; sqlalchemy; uuid,_sql; TestTheHelpersRestrictToLiveProjects; TestScopedBehaviourIsUnchanged; TestEveryCountRoutesThroughTheHelpers
backend/tests/regression/test_webhook_ssrf_guard.py,test,137,Regression: outbound webhook delivery was an SSRF sink.,__future__; app.services; pytest; types; unittest.mock; uuid,test_unsafe_targets_are_blocked; test_unresolvable_targets_are_blocked; test_deliver_blocks_unsafe_target_without_posting
backend/tests/regression/test_worker_closes_http_client.py,test,131,Regression guard: the worker's loop teardown must close the shared httpx client.,__future__; app.core.http_client; app.db; app.db.postgres; app.db.redis_client; app.worker; asyncio; pathlib; pytest,_fresh_worker_loop; spy_close; _interrupt; _work; test_the_client_is_shared_by_tasks_and_not_closed_between_them; test_the_client_is_closed_once_on_its_own_loop_at_shutdown; test_an_interrupted_task_closes_the_client_with_its_loop; test_a_failing_close_does_not_escape_teardown; test_the_runner_drains_the_real_close_function; test_reset_loop_bound_clients_still_excludes_httpx
backend/tests/regression/test_worker_closes_mongo.py,test,85,The worker loop's teardown closes the Mongo client too (code review of re-audit M1).,__future__; app.core.http_client; app.db.mongo; app.db.postgres; app.db.redis_client; app.worker; asyncio; pytest,_quiet_other_drains; test_the_runner_drains_the_real_mongo_close; test_worker_shutdown_closes_the_mongo_client_on_its_loop; test_an_interrupted_task_closes_the_mongo_client_with_its_loop
backend/tests/regression/test_worker_cpu_limits_match_concurrency.py,test,119,A Celery worker's CPU limit must not be below its ``--concurrency``.,__future__; math; pathlib; pytest; re,_cores; _strip_comments; _worker_specs; test_the_fixture_actually_found_the_workers; test_cpu_limit_is_not_below_concurrency; test_requests_stay_below_limits
backend/tests/regression/test_worker_drains_redis_on_owning_loop.py,test,172,"Redis is drained on the loop that owns it -- once, not per task.",__future__; app.agents.summary_agent; app.core.http_client; app.db.postgres; app.db.redis_client; app.worker; app.worker.tasks; asyncio; pytest; unittest.mock,_fresh_worker_loop; spy_close; _interrupt; test_ordinary_tasks_share_the_pool_so_none_accumulates; test_the_pool_is_drained_once_on_its_own_loop_at_shutdown; test_a_failing_task_keeps_the_loop_and_its_pool; test_an_interrupted_task_drains_and_discards_the_loop; test_a_failing_drain_does_not_escape_teardown; test_summary_error_names_the_failing_operation
backend/tests/regression/test_worker_error_handlers_log_correctly.py,test,224,Worker error handlers must survive being run.,__future__; app.worker; ast; importlib; pathlib; pytest; uuid,_Boom; _patch_raiser; test_handler_raises_its_own_error_not_a_logging_typeerror; test_handler_suppresses_the_original_traceback; _stdlib_logger_names; test_no_stdlib_logger_is_called_with_keyword_fields
backend/tests/regression/test_worker_loop_engine_dispose.py,test,184,"Regression (BUG-003, re-audit M1): the async engine and the worker's event loop.",__future__; app.db.postgres; app.worker; asyncio; pytest; unittest.mock,_no_leftover_worker_loop; test_dispose_engine_for_loop_disposes_and_clears_caches; test_dispose_engine_for_loop_real_engine_clears_caches; test_dispose_engine_for_loop_noop_when_engine_never_built; test_the_engine_is_not_disposed_between_tasks; test_shutdown_disposes_the_engine_on_its_own_loop_before_closing_it
backend/tests/regression/test_worker_loop_is_reused.py,test,226,"One event loop per Celery worker child, reused by every task (re-audit M1).",__future__; app.core.config; app.core.http_client; app.db.mongo; app.db.postgres; app.db.redis_client; app.worker; asyncio; billiard.exceptions; gc; pytest; weakref,_quiet_drains; _interrupt; _current_loop; test_consecutive_tasks_share_one_loop; test_a_straggler_does_not_run_inside_the_next_task; test_a_straggler_that_ignores_cancellation_takes_the_loop_with_it; test_a_failed_task_leaves_the_loop_usable; test_an_interrupted_task_is_discarded_and_never_resumes; test_a_soft_time_limit_inside_the_task_keeps_the_loop_and_runs_cleanups; test_a_call_from_inside_a_running_loop_is_refused_and_harms_nothing; test_an_inherited_loop_is_forgotten_and_never_closed; test_the_worker_shutdown_signal_drains_the_loop; test_in_production_only_worker_engines_ping_before_checkout
backend/tests/regression/test_worker_metrics_exposure.py,test,162,Celery workers must expose their own Prometheus scrape target.,__future__; app.core.metrics; app.worker; app.worker.celery_app; inspect; pathlib; pytest,_worker_deployments; test_the_fixture_found_the_workers; TestTheHistogram; TestEveryWorkerIsScrapable; test_dead_children_are_reaped; test_worker_metric_files_have_a_bounded_container_lifecycle
backend/tests/regression/test_worker_pool_isolated_after_fork.py,test,116,"Each prefork child must build its own DB engine, not inherit the parent's.",__future__; app.db; app.db.postgres; app.worker; inspect; pytest,_handler; TestHandlerExists; TestItClearsRatherThanDisposes; TestTheAccessorsSupportThis
backend/tests/regression/test_worker_readiness_sentinel.py,test,114,Regression: the readiness probe deadlocked a rollout under load.,__future__; app.worker; pathlib; pytest; yaml,_worker_containers; test_no_worker_gates_readiness_on_a_control_channel_round_trip; test_every_worker_reports_readiness_from_the_sentinel; test_liveness_still_catches_a_dead_worker; test_the_signal_handlers_write_and_clear_the_same_path; test_readiness_never_blocks_a_worker_from_booting
backend/tests/regression/test_worker_retry_is_not_deduplicated.py,test,181,A Celery retry must not be silenced by the task's own dedup lock.,__future__; app.db.redis_client; app.services.ingestion; app.worker; pytest,_DedupRedis; dedup_redis; test_ingest_test_run_retry_actually_ingests; test_ingest_test_run_still_suppresses_a_concurrent_duplicate; test_ingest_test_run_lock_is_released_once_retries_are_exhausted
backend/tests/regression/test_worker_runs_one_event_loop.py,test,117,"A worker runs its tasks on the runner's one event loop, and on no other (QA of re-audit M1).",__future__; ast; pathlib,_loop_runs; _scan; test_no_code_outside_the_runner_runs_an_event_loop; test_the_scan_sees_the_runner_and_the_command_line_entry; test_the_scan_catches_the_shapes_it_claims
backend/tests/regression/test_workflow_route_decisions.py,test,200,The graph's routing decisions — the code that decides which stages run.,__future__; app.agents.workflow; app.core.config; langgraph.graph; pytest,_state; _analysis; TestTheOfflineRouter; TestTheDeepRouterNeverEnds; TestWhatCountsAsTriageable; TestTheDecisionIsRecorded
backend/tests/regression/test_ws_auth_handshake.py,test,240,"The WebSocket auth handshake — the live stream's security boundary, unrun.",__future__; app.routers; app.routers.live; asyncio; json; pytest; starlette.websockets; uuid,_FakeWebSocket; _auth_frame; accepts_token; rejects_token; TestTheHappyPath; TestEveryRejectionClosesTheSocket; TestDisconnectDuringHandshake; TestTheTimeoutIsBounded
backend/tests/regression/test_ws_event_adapter.py,test,342,"A ``/ws/events`` payload, translated for the SDK stream's path (re-audit N14).",__future__; app.services; app.streams; fastapi; pytest; types; unittest.mock; uuid,test_type_becomes_event_type; test_a_missing_type_is_a_test_result_as_the_route_always_treated_it; test_values_the_sdk_model_cannot_hold_are_dropped_not_rejected; test_a_negative_duration_is_dropped; test_over_long_names_are_cut_to_what_the_model_holds; test_the_result_fields_survive_the_translation; test_run_start_carries_its_build_into_the_session; test_only_run_start_carries_session_metadata; test_the_session_cache_is_per_project; test_an_event_the_sdk_path_cannot_hold_is_a_422_not_a_500; test_the_consumer_starts_an_sdk_shaped_run_start_from_its_live_state; test_a_run_start_with_no_project_anywhere_still_fails; test_the_adapter_stages_and_never_commits; test_after_commit_finalises_a_close_and_forgets_its_session; test_after_commit_remembers_an_open_session; test_after_commit_does_nothing_for_a_cached_event; _live; test_a_client_event_id_names_the_batch; test_an_unusable_event_id_is_a_422; test_once_per_run_events_are_recognised_by_their_content; test_every_result_without_an_id_is_a_new_batch; test_run_start_never_takes_the_cached_session; test_a_session_is_named_after_its_key_even_when_the_credential_was_cached; test_the_consumer_announces_the_runs_build_not_the_session_id
backend/tests/regression/test_ws_events_results_are_counted.py,test,515,Results streamed through ``POST /ws/events`` must be counted -- exactly once.,__future__; app.core.config; app.routers.live; app.services.ws_event_ingest; app.streams.live_consumer; app.streams.live_run_state; ast; inspect; pytest; textwrap; types; unittest.mock,_Pipeline; _Redis; live; _send; _start; _result; test_results_are_counted_by_status; test_a_result_before_the_consumer_ran_is_not_dropped; test_the_consumers_later_start_does_not_wipe_the_counts; test_the_early_warning_can_fire_again; test_a_nonsense_total_does_not_break_ingest; test_every_event_is_still_published; test_a_project_key_event_is_handed_over_and_not_counted_here; _calls_in; test_the_consumer_does_not_count_results; test_the_legacy_producer_does_count_results; _staged_close; test_a_close_that_fails_to_commit_is_not_finalised_in_redis; test_a_staged_close_is_committed_then_finalised; test_a_reused_run_id_starts_from_zero; test_a_result_whose_publish_fails_is_not_counted; test_the_producer_does_not_read_the_state_back; test_a_retried_run_start_does_not_wipe_a_run_in_progress; test_a_finished_run_is_replaced_in_one_transaction
backend/tests/routers/test_detect_format.py,test,67,Unit tests for ``routers/ingest._detect_format``. The function is a,__future__; app.routers.ingest; json,_json; test_detect_testng_by_root_tag; test_detect_junit_by_testsuite_root; test_detect_playwright_by_config_projects_marker; test_detect_cypress_by_stats_passes_marker; test_detect_allure_by_uuid_and_status; test_allure_extension_fallback_when_no_markers; test_junit_default_for_unknown; test_playwright_wins_over_cypress_when_both_markers_present
backend/tests/routers/test_ingest_form_bounds.py,test,84,Regression test: the multipart ``POST /api/v1/ingest/file`` form must bound,annotated_types; app.models.schemas; app.routers.ingest; inspect; pytest,_form_max_length; _form_min_length; test_ingest_file_form_fields_are_bounded; test_ingest_file_bounds_match_json_ingest_payload; test_build_number_form_requires_non_empty_value_like_json
backend/tests/routers/test_ingest_security.py,test,146,Regression tests for ingest router security fixes:,app.routers.ingest; fastapi; pytest; uuid,_FakeUploadFile; test_read_upload_bounded_accepts_file_under_limit; test_read_upload_bounded_aborts_oversized_file_early; test_read_upload_bounded_exact_limit_ok; test_read_upload_bounded_empty_file_ok; test_require_nonempty_upload_rejects_empty; test_require_nonempty_upload_accepts_nonempty; test_parse_project_uuid_valid; test_parse_project_uuid_rejects_non_uuid; test_parse_project_uuid_rejects_literal_all; test_parse_project_uuid_rejects_empty
backend/tests/services/test_agent_action_ledger_service.py,test,418,,__future__; app.services.agent_action_ledger_service; app.worker.celery_app; app.worker.tasks; pytest; unittest.mock; uuid,_row; test_create_proposal_sanitizes_and_reuses_idempotently; test_idempotency_conflict_and_invalid_transition_fail_closed; test_transition_records_execution_result_and_rollback_payload; test_report_proposals_are_bounded_and_approval_gated; test_approved_action_gets_one_outbox_and_claim_is_leased; test_executor_fails_closed_without_registered_external_adapter; test_relay_publishes_only_ids_and_acknowledges_outbox; test_action_relay_is_scheduled_and_executor_is_registered; _executor_harness; test_executor_denies_an_action_whose_proposing_run_is_not_accepted; test_executor_proceeds_when_the_proposing_run_was_accepted; test_executor_denies_an_accepted_action_unless_proposer_mode_is_act; test_executor_denies_pipeline_action_without_proposer_identity; test_executor_needs_no_review_for_an_action_with_no_proposing_run
backend/tests/services/test_agent_authority_lock.py,test,32,,__future__; app.services.agent_authority_lock; pytest; uuid,_DB; test_authority_snapshot_locks_global_then_project
backend/tests/services/test_agent_eval_harness.py,test,398,Unit coverage for the report-quality eval harness (AIQ-P5).,__future__; app.services.agent_eval_harness; app.services.ai_eval_service; app.services.eval_gate_service; app.services.eval_verdict; app.services.golden_agent_outputs; json; pytest,test_from_recorded_output_extracts_contract_block; test_from_recorded_output_derives_evidence_count_from_refs; test_from_recorded_output_defaults_when_contract_missing; test_score_coherence_empty_is_one; test_score_coherence_flaky_at_zero_confidence_violates; test_score_coherence_empty_reason_at_positive_confidence_violates; test_score_coherence_clean_sample_passes; test_score_completeness_empty_denominator_is_one; test_score_completeness_high_conf_no_evidence_fails; test_score_completeness_high_conf_with_evidence_passes; test_score_actionability_empty_denominator_is_one; test_score_actionability_fix_token_in_reason_satisfies; test_score_actionability_nonflaky_no_action_no_fix_fails; test_score_accuracy_correct_over_total; test_score_accuracy_empty_is_none; test_score_calibration_empty_brier_ece_none; test_score_calibration_bins_detail_shape; test_compute_agent_report_quality_mixed_list_is_json_safe; test_compute_agent_report_quality_non_list_is_empty; test_report_uses_the_shared_conclusive_verdicts; test_report_quality_rules_emit_six_metrics_plus_overall; test_report_quality_rules_handle_degenerate_inputs; test_report_quality_rules_wrong_agent_fails_accuracy_and_overall; test_prose_contract_checks_plain_and_json_outputs
backend/tests/services/test_agent_memory_lifecycle.py,test,120,,__future__; app.services.agent_memory_service; datetime; pytest; unittest.mock; uuid,test_persist_memory_entry_sanitizes_payload_and_sets_lifecycle_defaults; test_invalid_memory_provenance_fails_closed_before_insert; test_supersession_requires_same_tenant_active_rows; test_active_memory_filter_requires_fresh_lifecycle; test_expire_rows_and_purge_matching_project_vectors
backend/tests/services/test_agent_metrics_contract.py,test,44,E2.2: the agentic Prometheus metric names and bounded label sets.,__future__; app.core,test_agentic_metric_names_and_labels_are_stable; test_existing_breaker_metric_retains_endpoint_isolation
backend/tests/services/test_agent_operational_metrics.py,test,166,E2.3 scrape-time metrics and positive alert fire/clear tests.,__future__; app; app.core; app.core.config; app.db; app.services; app.services.agent_operational_metrics; datetime; pathlib; pytest; re; unittest.mock; yaml,_Scalar; _DB; _Session; _Redis; _rule; _fires; _value; _refresh; test_overdue_pipeline_alert_fires_and_clears; test_dlq_depth_alert_fires_and_clears; test_pending_review_age_alert_fires_and_clears; test_scrape_wrapper_refreshes_agent_metrics
backend/tests/services/test_agent_planner.py,test,492,,app.services.agent_planner; copy; uuid,_cluster; _cluster_plan; test_cluster_expansion_is_permutation_deterministic_and_ranked; test_cluster_scope_hash_canonicalizes_member_order; test_cluster_expansion_allocations_do_not_exceed_aggregate_caps; test_cluster_expansion_preserves_explicit_zero_budget; test_cluster_expansion_never_selects_zero_time_children; test_cluster_expansion_skips_duplicate_overlap_oversize_and_malformed; test_cluster_expansion_hash_detects_tampering; test_explained_deep_plan_preserves_cluster_gate_and_budget_snapshot; test_all_green_offline_plan_skips_failure_only_stages; test_plan_triage_is_deterministic_and_threshold_aware; test_verifier_accepts_explained_all_green_skip; test_deep_verifier_fails_when_required_terminal_critic_rejects_report; test_verifier_warns_when_summary_lacks_provenance; test_verifier_fails_unapproved_mutating_triage_action; test_verifier_accepts_release_decision_with_policy_trace; test_decision_graph_budget_is_deterministic_and_bounded; test_decision_graph_budget_preserves_explicit_zero; test_log_intelligence_stage_is_flagged_and_hashed; test_regression_watchman_stage_is_flagged_and_hashed
backend/tests/services/test_agent_step_tracing.py,test,263,,__future__; app.agents; app.core.config; app.core.metrics; app.services; app.services.llm_cost_budget; app.services.llm_factory; app.services.pipeline_budget_service; contextlib; json; pathlib; pytest; types; unittest.mock,_Span; _SpanManager; _Tracer; _Inner; test_step_span_carries_required_gen_ai_attributes_from_real_llm_boundary; test_step_span_records_error_and_deterministic_zero_usage; test_checkpoint_wrapper_traces_skipped_and_executed_step_paths; test_pipeline_row_attempt_is_forwarded_to_the_graph_state; test_grafana_provisions_two_search_panels_for_agent_step_traces
backend/tests/services/test_agentic_runtime.py,test,521,,app.models.agentic_runtime; app.routers; app.services; app.services.agent_capability_registry; app.services.agent_planner; app.services.agentic_runtime_service; datetime; fastapi; pytest; types; unittest.mock; uuid,test_registry_covers_every_planned_stage_and_exposes_governance_metadata; test_planner_is_deterministic_and_all_green_skips_failure_capabilities; test_projection_maps_stage_as_child_task_with_budget_usage_and_stop_reason; test_projection_accepts_legacy_plan_without_capability_ids; test_accounting_failure_is_task_visible_but_not_misreported_as_exhaustion; test_cancelled_enrichment_stop_reason_is_preserved_in_runtime_projection; test_selected_cluster_timeout_is_partial_and_preserves_reason; test_investigation_projection_and_unknown_stage_are_consistent_and_safe; test_tampered_plan_is_reported_failed_with_recomputed_hash; test_missing_plan_is_legacy_unhashed_not_inferred_as_verified; test_stage_error_is_redacted_and_task_truncation_is_explicit; test_zero_run_budget_is_preserved_as_hard_cap_not_unspecified; test_runtime_endpoint_authorizes_before_loading_stage_data; test_runtime_endpoint_does_not_query_stages_for_foreign_tenant; test_runtime_endpoint_excludes_child_investigation_run_mismatch; _runtime_pipeline; _runtime_stage; test_stage_projection_prefers_durable_identity_selection_budget_and_cost_stop; test_recursive_projection_materializes_child_tree_and_typed_sanitized_evidence; test_recursive_projection_excludes_tenant_mismatch_and_repairs_duplicate_or_dangling_ids; test_recursive_projection_reports_child_truncation
